"","zip","year","price","flip_horizon","price_diff","mortgage","inv_to_inv","lat","lon","i2i_rank","perc_top_invested"
"129",2134,2018,550000,3247,220000,266250,0.252173913043478,42.3522876434783,-71.1339762608696,129,0.802450229709035
"130",2122,2012,283597,1502,0,140370,0.252100840336134,42.2966707689076,-71.0566305630252,130,0.800918836140888
"131",2128,2019,686250,1949.5,256000,518875,0.251412429378531,42.3760269858757,-71.0308494350282,131,0.799387442572741
"132",2110,2021,1210000,2217.5,188575.5,0,0.25,42.35795459375,-71.0531998958333,132,0.797856049004594
"133",2115,2022,895000,2543.5,238000,191657,0.25,42.34654379375,-71.08813135625,133,0.796324655436447
"134",2126,2018,430487.5,1694,138550,361649,0.25,42.2752570833333,-71.0903949038462,134,0.7947932618683
"135",2128,2020,650000,2183,239500,5e+05,0.25,42.3772927724359,-71.0284315544872,135,0.793261868300153
"136",2110,2018,1235000,1818.5,240500,487600,0.247933884297521,42.3576459338843,-71.0532825289256,136,0.791730474732006
"137",2108,2005,6e+05,1113,105000,241500,0.247863247863248,42.3573179230769,-71.066852051282,137,0.790199081163859
"138",2125,2012,263000,1766,6500,194000,0.247524752475248,42.3159282772277,-71.0612331287129,138,0.788667687595712
"139",2134,2020,556000,2256,170250,319200,0.247524752475248,42.3526538415842,-71.1342416732673,139,0.787136294027565
"140",2111,2007,665000,991.5,97500,316000,0.246835443037975,42.3529181835443,-71.0609922594937,140,0.785604900459418
"141",2108,2000,711375,-2971.5,2977250,2e+05,0.246153846153846,42.3573581153846,-71.0664409769231,141,0.784073506891271
"142",2128,2014,356000,2510,73151,264000,0.245333333333333,42.3768889546667,-71.0287044533333,142,0.782542113323124
"143",2116,2019,1199500,2127.5,322625,5e+05,0.245145631067961,42.3493196383495,-71.0758291723301,143,0.781010719754977
"144",2136,2011,240000,1493,-43750,171681.5,0.244755244755245,42.256357979021,-71.1220213321678,144,0.77947932618683
"145",2120,2000,232500,73,262000,165625,0.24468085106383,42.3312626702128,-71.1014259893617,145,0.777947932618683
"146",2215,2018,604950,3317,235000,0,0.24468085106383,42.3463705,-71.0956811595745,146,0.776416539050536
"147",2115,2015,683500,2060.5,166000,261450,0.244565217391304,42.3452034456522,-71.0904343478261,147,0.774885145482389
"148",2109,2017,884500,1834,264500,395625,0.243589743589744,42.3644128333333,-71.0520680384615,148,0.773353751914242
"149",2110,2015,875000,1828,240000,340000,0.242424242424242,42.358151050505,-71.0517474646465,149,0.771822358346095
"150",2108,2013,1262500,1623,145500,175000,0.241935483870968,42.3572005564516,-71.0653217096774,150,0.770290964777948
"151",2115,2021,845000,2644,229000,0,0.241935483870968,42.3458884717742,-71.088695733871,151,0.768759571209801
"152",2113,2017,637000,2307.5,175000,424000,0.240506329113924,42.365292443038,-71.0550043797468,152,0.767228177641654
