"","zip","year","price","flip_horizon","price_diff","mortgage","inv_to_inv","lat","lon","i2i_rank","perc_top_invested"
"153",2109,2007,642500,1063,87250,310800,0.240384615384615,42.3638403365385,-71.05242825,153,0.765696784073507
"154",2113,2016,646250,1556.5,150500,397750,0.24,42.3651579,-71.05528457,154,0.76416539050536
"155",2124,2013,322500,1660.5,27250,233250,0.24,42.2868076258824,-71.0708129317647,155,0.762633996937213
"156",2110,2012,770000,2057,86000,225000,0.238938053097345,42.3581981327434,-71.051782380531,156,0.761102603369066
"157",2109,2013,6e+05,2560,88500,304000,0.238636363636364,42.3639472159091,-71.0525781931818,157,0.759571209800919
"158",2131,2010,285000,1818,-17972.5,234000,0.237082066869301,42.2834058480243,-71.1276793465046,158,0.758039816232772
"159",2108,2012,960000,1849.5,60000,0,0.237037037037037,42.3572209407407,-71.0658120222222,159,0.756508422664625
"160",2113,2014,545000,2587,86250,348000,0.236559139784946,42.3652670430108,-71.0550443548387,160,0.754977029096478
"161",2210,2010,678000,1521,-8558.5,327750,0.235294117647059,42.3495961960784,-71.0503319607843,161,0.753445635528331
"162",2108,2014,1400000,1819.5,266250,0,0.234848484848485,42.3571501742424,-71.0663331287879,162,0.751914241960184
"163",2121,2021,757500,2258.5,386500,594566,0.233870967741935,42.3076138790323,-71.0814214274194,163,0.750382848392037
"164",2128,2012,242500,1955,-1312,120000,0.233676975945017,42.376774838488,-71.0292507972509,164,0.74885145482389
"165",2111,2019,1044000,2494,237500,227825,0.233333333333333,42.352750525,-71.0612281333333,165,0.747320061255743
"166",2134,2010,289500,1749,6887.5,132800,0.232704402515723,42.3531647484277,-71.1332683333333,166,0.745788667687596
"167",2113,2015,592500,2346,119000,400478,0.232558139534884,42.3655545232558,-71.0549458837209,167,0.744257274119449
"168",2134,2014,376000,2693,67000,0,0.232258064516129,42.3526831806452,-71.1345496064516,168,0.742725880551302
"169",2116,2021,1300000,2452,261000,467000,0.232245681381958,42.3493745316699,-71.075397059501,169,0.741194486983155
"170",2109,2022,760000,2655,190000,392000,0.231884057971014,42.3644197826087,-71.052176115942,170,0.739663093415008
"171",2108,2021,1542500,1973,254000,0,0.230769230769231,42.3572130769231,-71.0672998557692,171,0.738131699846861
"172",2115,2013,585000,2082,99500,0,0.229787234042553,42.3464407361702,-71.088059987234,172,0.736600306278714
"173",2128,2009,216500,1227,-71350,155093,0.229591836734694,42.377607875,-71.0288216709184,173,0.735068912710567
"174",2134,2012,311250,2204,10500,0,0.229411764705882,42.3530729588235,-71.1336169941176,174,0.73353751914242
"175",2116,2016,1045000,2001,291000,417000,0.227969348659004,42.3499210172414,-71.0758208467433,175,0.732006125574273
"176",2110,2014,845000,2189,204000,357250,0.227272727272727,42.3579266931818,-71.0519026818182,176,0.730474732006126
"177",2134,2013,354000,2569,40000,0,0.226315789473684,42.3527247315789,-71.1337724842105,177,0.728943338437979
"178",2128,2011,238250,1681,-20000,169379,0.224719101123595,42.3770543258427,-71.0290147827715,178,0.727411944869832
"179",2124,2018,525000,1880.5,204250,388450,0.224137931034483,42.2873133472906,-71.0720037093596,179,0.725880551301685
"180",2115,2016,655000,2303,189500,0,0.222222222222222,42.3471363009259,-71.0882498240741,180,0.724349157733537
"181",2111,2017,927500,3293,255000,349873,0.221428571428571,42.3526826357143,-71.0615198428571,181,0.722817764165391
"182",2134,2016,460000,2688,145888,0,0.221374045801527,42.3533771526718,-71.1340868549618,182,0.721286370597243
"183",2134,2006,350000,811,31500,245250,0.220338983050847,42.3521383771186,-71.1348499872881,183,0.719754977029097
"184",2116,2011,824500,1918,55000,241887.5,0.21969696969697,42.3497368314394,-71.0750183863636,184,0.718223583460949
"185",2114,2021,773000,2813.5,173000,455500,0.219298245614035,42.361289881579,-71.0665400307018,185,0.716692189892802
"186",2122,2007,289500,992,10000,219500,0.21889400921659,42.2970227396313,-71.0578165599078,186,0.715160796324655
"187",2215,2020,781500,2744,221000,395625,0.21875,42.346108015625,-71.097223171875,187,0.713629402756508
"188",2109,2014,699000,2346.5,137000,370000,0.216494845360825,42.3637933608247,-71.0525637216495,188,0.712098009188361
"189",2125,2020,7e+05,2055,226100,5e+05,0.216494845360825,42.3161862611684,-71.060416814433,189,0.710566615620214
"190",2120,2002,309630,516,121500,257000,0.216216216216216,42.3311550675676,-71.101300445946,190,0.709035222052067
"191",2108,2020,1452000,2478,236000,0,0.215189873417722,42.3572489873418,-71.0674614303798,191,0.70750382848392
"192",2120,2006,350000,1246,104300,280000,0.215189873417722,42.3307556329114,-71.1013755189873,192,0.705972434915773
"193",2108,2006,699000,998,65000,336000,0.214876033057851,42.3572716859504,-71.0671394793388,193,0.704441041347626
"194",2120,2018,626000,2715,222500,389000,0.214285714285714,42.3305289285714,-71.1024148333333,194,0.702909647779479
"195",2135,2018,486000,2599.5,172000,251000,0.213513513513514,42.3454425756757,-71.1532814216216,195,0.701378254211332
"196",2111,2015,885000,2876,217000,0,0.212903225806452,42.3525701935484,-71.0611120645161,196,0.699846860643185
"197",2134,2001,234500,277,45900,160000,0.212264150943396,42.3518954811321,-71.1332539716981,197,0.698315467075038
"198",2108,2009,705000,1215,26000,196000,0.212121212121212,42.3572863838384,-71.0663466767677,198,0.696784073506891
"199",2125,2013,306500,2233,32000,242100,0.211940298507463,42.316060438806,-71.0625493731343,199,0.695252679938744
"200",2115,2017,8e+05,2046.5,233500,180000,0.211428571428571,42.3472974685714,-71.0887746057143,200,0.693721286370597
"201",2136,2012,259300,1747,-10625,190978,0.211038961038961,42.2566679155844,-71.1222568409091,201,0.69218989280245
"202",2115,2018,820000,2478.5,268000,0,0.210810810810811,42.3466318972973,-71.0885645837838,202,0.690658499234303
"203",2110,2022,1410000,2606,233500,0,0.210526315789474,42.3575377280702,-71.0537734473684,203,0.689127105666156
"204",2116,2022,1390000,2483,273000,509125,0.208888888888889,42.3494388555556,-71.0751883955556,204,0.687595712098009
"205",2116,2014,935000,2222,208500,320000,0.208747514910537,42.3496731153081,-71.0753702683897,205,0.686064318529862
"206",2135,2017,470000,2827,160250,203700,0.20863309352518,42.3459117505995,-71.152924618705,206,0.684532924961715
"207",2128,2007,3e+05,885.5,12154.5,228750,0.207253886010363,42.3766844715026,-71.0297978238342,207,0.683001531393568
"208",2215,2022,635000,3421,205000,0,0.207207207207207,42.3460167207207,-71.0964855225225,208,0.681470137825421
"209",2128,2013,325000,1969,54876,234000,0.207119741100324,42.3769043624595,-71.0282338673139,209,0.679938744257274
"210",2125,2018,590000,2214.5,230000,446250,0.206405693950178,42.3157208220641,-71.06084086121,210,0.678407350689127
"211",2116,2010,740000,1711,51250,272000,0.205702647657841,42.3496269674134,-71.0755483462322,211,0.67687595712098
"212",2215,2016,607000,2346,165000,0,0.205357142857143,42.3471386160714,-71.09489775,212,0.675344563552833
"213",2136,2007,311250,761,-14426.5,235000,0.204488778054863,42.2562422244389,-71.122596563591,213,0.673813169984686
"214",2110,2001,581250,441.5,169375,275000,0.204081632653061,42.3585387346939,-71.0516350204082,214,0.672281776416539
"215",2215,2015,505000,2690,127000,125000,0.203883495145631,42.3468749320388,-71.0957001262136,215,0.670750382848392
"216",2126,2021,570000,2137,205000,441350,0.202797202797203,42.2757696713287,-71.0891361958042,216,0.669218989280245
"217",2110,2008,524415,1204,156250,246150,0.202380952380952,42.3582093095238,-71.0518133571429,217,0.667687595712098
"218",2120,2005,361225,874.5,92500,261635,0.202380952380952,42.3316482619048,-71.0989875952381,218,0.666156202143951
"219",2109,2010,575000,1663,35000,308000,0.2,42.3640968266667,-71.0523032266667,219,0.664624808575804
"220",2128,2015,410000,2536,114950,313500,0.199488491048593,42.3763885524297,-71.0301960818414,220,0.663093415007657
"221",2116,2012,8e+05,1989,69250,264800,0.199066874027994,42.3496882286159,-71.075369251944,221,0.66156202143951
"222",2121,2000,182950,125.5,56500,153450,0.198630136986301,42.3071240273973,-71.0801055136986,222,0.660030627871363
"223",2116,2015,1e+06,2111,247000,360225,0.198473282442748,42.3492811698473,-71.0751946145038,223,0.658499234303216
"224",2210,2016,872000,1801,383750,397500,0.197916666666667,42.3491645520833,-71.05013725,224,0.656967840735069
"225",2111,2016,963500,2829,260000,355000,0.197368421052632,42.3530422763158,-71.0612743026316,225,0.655436447166922
"226",2111,2013,670000,2744.5,85000,0,0.197278911564626,42.3528601428571,-71.0615072585034,226,0.653905053598775
"227",2109,2011,568500,2108,42000,234000,0.196969696969697,42.3646931515152,-71.0523871060606,227,0.652373660030628
"228",2111,2003,581250,645.5,57500,321350,0.196969696969697,42.3531560909091,-71.0615472878788,228,0.650842266462481
"229",2210,2013,790000,2062.5,97500,3e+05,0.19672131147541,42.3507020983607,-71.0506990491803,229,0.649310872894334
"230",2122,2013,299000,2039,29000,229125,0.196296296296296,42.2961760555556,-71.0567332333333,230,0.647779479326187
"231",2128,2016,480000,2488.5,160000,350000,0.195061728395062,42.3765838716049,-71.0301206641975,231,0.64624808575804
"232",2120,2003,432000,704,90000,337500,0.194805194805195,42.3314882337662,-71.1003395974026,232,0.644716692189893
"233",2118,2019,1037500,1939,285000,549500,0.194736842105263,42.3403547105263,-71.0741670394737,233,0.643185298621746
"234",2109,2019,967500,2124.5,241250,456000,0.194029850746269,42.3641651791045,-71.0520719402985,234,0.641653905053599
"235",2128,2017,524000,2460,201000,398620,0.193814432989691,42.3757273319588,-71.0309400659794,235,0.640122511485452
"236",2109,2016,780000,1848,170000,353600,0.193548387096774,42.3635956451613,-71.0525618494624,236,0.638591117917305
"237",2124,2022,684500,2334,256500,549000,0.19327731092437,42.2868005322129,-71.0706792492997,237,0.637059724349158
"238",2128,2018,580000,2519,245150,438125,0.192982456140351,42.3774330233918,-71.0291043304094,238,0.635528330781011
"239",2210,2017,1150000,2059,320000,424100,0.192982456140351,42.3497378245614,-71.0501420350877,239,0.633996937212864
"240",2114,2015,650000,2317,160000,378000,0.192825112107623,42.361318058296,-71.0667302959641,240,0.632465543644717
"241",2108,2003,650000,743,85000,240000,0.192771084337349,42.3575180963855,-71.0673393253012,241,0.63093415007657
"242",2109,2006,581000,1348,105000,292500,0.192660550458716,42.3643601926605,-71.0523314954128,242,0.629402756508423
"243",2210,2006,887000,711.5,58500,442175,0.192307692307692,42.3510788557692,-71.0522225480769,243,0.627871362940276
"244",2125,2016,434000,2282,140000,340000,0.192182410423453,42.3152303876222,-71.0609865114007,244,0.626339969372129
"245",2120,2001,180000,259.5,3750,123750,0.192,42.332496304,-71.095658384,245,0.624808575803982
"246",2134,2009,322500,1690,7250,193230,0.191358024691358,42.3527578888889,-71.1340174876543,246,0.623277182235835
"247",2108,2010,653500,1903.5,49250,230000,0.190909090909091,42.3571522,-71.0674669909091,247,0.621745788667688
"248",2121,2022,596125,2220,232950,466065,0.190909090909091,42.3069789090909,-71.0810515545455,248,0.620214395099541
"249",2210,2022,1259000,1905,143000,4e+05,0.189473684210526,42.3504186947368,-71.0464533263158,249,0.618683001531394
"250",2113,2021,670000,2761,185000,5e+05,0.188118811881188,42.365369980198,-71.0551921287129,250,0.617151607963247
"251",2215,2012,375000,2417,20100,0,0.187096774193548,42.3460874645161,-71.0947264645161,251,0.6156202143951
"252",2111,2020,1e+06,2786.5,204250,465000,0.185185185185185,42.352569617284,-71.0609466049383,252,0.614088820826953
"253",2115,2011,466407.5,1747,22000,177730,0.184210526315789,42.3460817,-71.0884609421053,253,0.612557427258805
"254",2135,2010,286000,1950,-5000,167585,0.184210526315789,42.3460806674641,-71.1516270741627,254,0.611026033690659
"255",2134,2008,323000,1365.5,13000,2e+05,0.183431952662722,42.3529842426035,-71.1352326094675,255,0.609494640122511
"256",2116,2007,650000,1110,81125,340800,0.182908545727136,42.3495662608696,-71.0755984827586,256,0.607963246554365
"257",2109,2012,619750,1995,54000,275000,0.182795698924731,42.3640897526882,-71.0523579784946,257,0.606431852986217
"258",2215,2014,504500,2580,1e+05,233765,0.182539682539683,42.3466824603175,-71.0951759444444,258,0.60490045941807
"259",2108,2011,981250,1956,63000,0,0.181818181818182,42.3571405545455,-71.0662460545455,259,0.603369065849923
"260",2126,2017,405800,2164,128000,331742.5,0.181818181818182,42.2756565,-71.0909379204546,260,0.601837672281776
"261",2118,2018,1e+06,1848,289750,567000,0.181598062953995,42.3404129031477,-71.0743405230024,261,0.600306278713629
"262",2116,2013,899000,2107,134000,305000,0.181500872600349,42.3496662059337,-71.0748858813264,262,0.598774885145482
"263",2124,2017,477500,1892.5,176550,373752.5,0.180952380952381,42.286897247619,-71.0722315880952,263,0.597243491577335
"264",2135,2016,430000,3104,125000,165625,0.180555555555556,42.3466026481481,-71.1531737222222,264,0.595712098009188
"265",2126,2015,311000,1519,137500,294566,0.180451127819549,42.2769982706767,-71.090806443609,265,0.594180704441041
"266",2110,2009,661210,1557,15000,132000,0.18,42.35898766,-71.05177606,266,0.592649310872894
"267",2120,2021,690500,3852,295000,415250,0.18,42.33116236,-71.10056692,267,0.591117917304747
"268",2124,2014,350000,2133,50000,255200,0.179775280898876,42.2862806853933,-71.0696372629213,268,0.5895865237366
"269",2215,2019,680000,2427.5,227250,263550,0.179775280898876,42.3464196179775,-71.0958554382022,269,0.588055130168453
"270",2215,2021,672500,3854,200944,173500,0.17910447761194,42.3464327238806,-71.0964952238806,270,0.586523736600306
"271",2126,2006,359950,736.5,71500,279920,0.178294573643411,42.2757945155039,-71.0908141627907,271,0.584992343032159
"272",2111,2009,585000,1461,14000,310562.5,0.177777777777778,42.3525857444444,-71.0609754555555,272,0.583460949464012
"273",2210,2008,7e+05,762,65750,364000,0.177777777777778,42.3494729111111,-71.0510957333333,273,0.581929555895865
"274",2111,2014,780000,2626,140000,312000,0.177304964539007,42.3525384326241,-71.0612836382979,274,0.580398162327718
"275",2118,2017,880000,1805,273800,482000,0.177156177156177,42.3400918438228,-71.0743652354312,275,0.578866768759571
"276",2115,2012,443250,1999,35000,153750,0.176923076923077,42.3459008153846,-71.0892479115385,276,0.577335375191424
"277",2124,2015,399000,2094,81000,304000,0.176470588235294,42.2870054211765,-71.0696003482353,277,0.575803981623277
"278",2135,2011,272400,2007,-6900,150000,0.175824175824176,42.3455830879121,-71.1529068516484,278,0.57427258805513
"279",2118,2013,655000,2124,122000,382500,0.175502742230347,42.3400085191956,-71.0752757531993,279,0.572741194486983
"280",2111,2018,1034500,2436.5,234250,0,0.175438596491228,42.3518768245614,-71.0619695526316,280,0.571209800918836
"281",2109,2008,625000,1145,86975,339200,0.174311926605505,42.3636841743119,-71.0524530642202,281,0.569678407350689
"282",2121,2006,371500,730,50000,279960,0.174074074074074,42.3071523740741,-71.0815989851852,282,0.568147013782542
"283",2110,2000,510000,37,0,242500,0.173469387755102,42.3586121326531,-71.0514269795918,283,0.566615620214395
"284",2125,2014,344500,2464,56000,264600,0.173333333333333,42.3152928366667,-71.0600786033333,284,0.565084226646248
"285",2127,2019,757500,1798,205000,532000,0.173239436619718,42.3351049140845,-71.0442599366197,285,0.563552833078101
"286",2113,2007,405000,966,25000,285000,0.172932330827068,42.3656437368421,-71.0552474285714,286,0.562021439509954
"287",2119,2003,3e+05,623,115000,226100,0.172774869109948,42.3243815445026,-71.0843548848167,287,0.560490045941807
"288",2122,2014,336000,2306,44875,260000,0.171821305841924,42.2957316735395,-71.055999975945,288,0.55895865237366
"289",2109,2021,874000,2488,199500,484870,0.171717171717172,42.3642235050505,-71.0525504343434,289,0.557427258805513
"290",2114,2019,729500,2826,214000,394675,0.171717171717172,42.3612023989899,-71.066839050505,290,0.555895865237366
"291",2210,2014,840000,2329,240000,435000,0.169014084507042,42.3496944225352,-71.0510941408451,291,0.554364471669219
"292",2119,2004,310860,595,122000,240000,0.168582375478927,42.3237748429119,-71.0855724559387,292,0.552833078101072
"293",2111,2011,625000,2037.5,10000,0,0.168539325842697,42.3526880224719,-71.0614732022472,293,0.551301684532925
"294",2127,2022,862500,2126,239368.5,620850,0.168523676880223,42.3348880571031,-71.043250724234,294,0.549770290964778
"295",2135,2022,570000,3262.5,177250,350000,0.168195718654434,42.34688317737,-71.1536545810398,295,0.548238897396631
"296",2121,2003,379900,494,162333,290000,0.167883211678832,42.3066504671533,-71.0808539854015,296,0.546707503828484
"297",2122,2017,447500,2756.5,160000,348500,0.167247386759582,42.2970271637631,-71.0565529965157,297,0.545176110260337
"298",2113,2010,391250,1732,27000,263500,0.166666666666667,42.3654602777778,-71.0549349444444,298,0.54364471669219
"299",2128,2000,197000,148.5,10500,155350,0.166666666666667,42.376364516129,-71.031093233871,299,0.542113323124043
"300",2136,2016,362700,2553.5,70000,316849,0.166172106824926,42.2568416735905,-71.1226510801187,300,0.540581929555896
"301",2111,2006,575000,967,105000,344000,0.166064981949458,42.3523086064982,-71.0600571227437,301,0.539050535987749
"302",2128,2001,238950,342,82500,196800,0.164670658682635,42.3773714341317,-71.0299300688623,302,0.537519142419602
"303",2116,2006,645000,1047.5,95600,327375,0.164665523156089,42.3497487444254,-71.0758984596912,303,0.535987748851455
"304",2119,2000,157000,105,67000,128500,0.164319248826291,42.3240343004695,-71.0844756995305,304,0.534456355283308
"305",2118,2016,817000,1705.5,241000,5e+05,0.163934426229508,42.340365147541,-71.0746175269321,305,0.532924961715161
"306",2131,2009,285000,1597,-29077,229362.5,0.162650602409639,42.2839055,-71.1281830240964,306,0.531393568147014
"307",2125,2019,584000,2150.5,205735,463125,0.161716171617162,42.3157809141914,-71.0608818019802,307,0.529862174578867
"308",2113,2008,461500,1087,29100,240000,0.160919540229885,42.3652035632184,-71.0552830574713,308,0.52833078101072
"309",2122,2015,365000,2445,64500,284050,0.160535117056856,42.2950165284281,-71.0550520802676,309,0.526799387442573
"310",2109,2005,575000,992,85500,325000,0.16,42.36428588,-71.052317592,310,0.525267993874426
"311",2121,2002,3e+05,349,125000,240000,0.159235668789809,42.3063883949045,-71.080605522293,311,0.523736600306279
"312",2122,2018,529000,2652.5,181000,392395,0.158333333333333,42.2956402,-71.0559234125,312,0.522205206738132
"313",2109,2015,660000,2017,176000,417000,0.156626506024096,42.3647400722892,-71.0521300843373,313,0.520673813169985
"314",2110,2006,640000,792.5,80000,350000,0.156462585034014,42.3580629047619,-71.0522754897959,314,0.519142419601838
"315",2210,2020,1117500,1881,192500,678437.5,0.15625,42.349712578125,-71.048826296875,315,0.517611026033691
"316",2125,2021,673000,2165,215000,528750,0.155763239875389,42.3162140778816,-71.060076953271,316,0.516079632465544
"317",2114,2008,422000,1409,60000,249000,0.155737704918033,42.3615147418033,-71.0670387745902,317,0.514548238897397
"318",2124,2021,670000,2183,246000,487400,0.155606407322654,42.2869989153318,-71.0691394713959,318,0.51301684532925
"319",2110,2005,745000,490,88050,350000,0.154929577464789,42.3584105352113,-71.0516152394366,319,0.511485451761103
"320",2215,2008,341000,1432,34500,180000,0.154761904761905,42.3458738928571,-71.0949332321428,320,0.509954058192956
"321",2127,2018,746250,1839.5,225000,5e+05,0.154639175257732,42.3349682899485,-71.0439673956186,321,0.508422664624809
"322",2135,2014,370000,2582,63000,195000,0.154488517745303,42.3458362818372,-71.1530859749478,322,0.506891271056662
"323",2215,2005,306500,1051.5,64850,182000,0.152091254752852,42.3459843574145,-71.0957924828897,323,0.505359877488515
"324",2111,2005,675000,890,92000,368400,0.151419558359621,42.3525962176656,-71.0615586719243,324,0.503828483920367
"325",2111,2021,1020000,2886,250478,4e+05,0.151260504201681,42.3528982436975,-71.0614534537815,325,0.502297090352221
"326",2110,2013,802148,2390,149500,0,0.150537634408602,42.3584772258065,-71.0519492688172,326,0.500765696784073
"327",2215,2006,318500,995,45620,205000,0.150485436893204,42.3465174660194,-71.0959204708738,327,0.499234303215927
"328",2135,2021,540000,2931.5,173500,328345,0.150115473441109,42.3461738083141,-71.1528623256351,328,0.49770290964778
"329",2108,2008,660000,1455,84250,132000,0.149425287356322,42.3572971264368,-71.0669149425287,329,0.496171516079633
"330",2126,2020,562000,1792.5,247500,472390,0.149425287356322,42.2766365977011,-71.0919013333333,330,0.494640122511485
"331",2135,2019,529500,2562,176000,320125,0.149425287356322,42.3465711063218,-71.1529211867816,331,0.493108728943338
"332",2122,2021,620000,2178,213687.5,489625,0.147887323943662,42.2952676232394,-71.0552370880282,332,0.491577335375191
"333",2113,2013,465000,2320,70500,288750,0.147826086956522,42.3654000869565,-71.0550103913044,333,0.490045941807044
"334",2110,2010,623000,1718.5,3000,286555,0.147540983606557,42.3581925245902,-71.0513201803279,334,0.488514548238897
"335",2108,2001,624500,199,85000,129500,0.147058823529412,42.3574012647059,-71.0670613921569,335,0.48698315467075
"336",2113,2011,417500,2031,2000,197875,0.147058823529412,42.3651624852941,-71.0552365294118,336,0.485451761102603
"337",2113,2018,612500,2053,183000,428750,0.146341463414634,42.3654305609756,-71.0548423536585,337,0.483920367534456
"338",2122,2019,510000,1924,183000,410400,0.146245059288538,42.295319743083,-71.0552956798419,338,0.482388973966309
"339",2116,2005,663000,953,122946,324000,0.146206896551724,42.3498466248276,-71.0742747089655,339,0.480857580398162
"340",2114,2022,811000,2905,210000,334800,0.146067415730337,42.3611918033708,-71.0666430842697,340,0.479326186830015
"341",2116,2008,714500,1370,88000,340000,0.145756457564576,42.3491564409594,-71.0756497103321,341,0.477794793261868
"342",2136,2014,325000,2088,47800,267750,0.145748987854251,42.2553555101215,-71.1233487489879,342,0.476263399693721
"343",2136,2017,390000,2275,105000,342400,0.145214521452145,42.2562950066007,-71.1223668085809,343,0.474732006125574
"344",2118,2015,770000,1951.5,194000,425000,0.14519906323185,42.3403800796253,-71.0745963021077,344,0.473200612557427
"345",2131,2011,291000,1866,-19950,212745,0.145038167938931,42.2834303244275,-71.1297188282443,345,0.47166921898928
"346",2127,2020,764700,1883,185000,564750,0.145015105740181,42.3348104486405,-71.0435893217523,346,0.470137825421133
"347",2135,2020,527500,2784,167000,360000,0.144781144781145,42.3465490909091,-71.1533098787879,347,0.468606431852986
"348",2134,2005,348725,825.5,62000,250616,0.144021739130435,42.3527362826087,-71.1346538369565,348,0.467075038284839
"349",2215,2010,362500,1834,26000,185750,0.143939393939394,42.3460770757576,-71.0981716818182,349,0.465543644716692
"350",2111,2000,394000,243,55000,224500,0.142857142857143,42.3524394880952,-71.0608580119048,350,0.464012251148545
"351",2111,2012,629500,2361,28500,75000,0.142857142857143,42.35243765,-71.0610257428571,351,0.462480857580398
"352",2126,2019,450000,2365,188000,410250,0.141935483870968,42.2756997677419,-71.090480683871,352,0.460949464012251
"353",2121,2004,409500,563,144000,320000,0.141025641025641,42.3067694871795,-71.081324017094,353,0.459418070444104
"354",2210,2021,1250000,2154,217000,575015,0.141025641025641,42.3499891282051,-71.0477956666667,354,0.457886676875957
"355",2109,2009,525000,1487,32800,324356,0.140625,42.36479475,-71.05214409375,355,0.45635528330781
"356",2114,2012,482500,2472.5,51300,225000,0.140425531914894,42.3613502510638,-71.0666006297872,356,0.454823889739663
"357",2127,2021,799000,2014,205000,579250,0.140425531914894,42.3348562531915,-71.0443514531915,357,0.453292496171516
"358",2118,2022,1023750,2260,201250,634500,0.139949109414758,42.3408455826972,-71.0738939516539,358,0.451761102603369
"359",2136,2013,287000,1731,8773,240800,0.138983050847458,42.256087061017,-71.1228823661017,359,0.450229709035222
"360",2108,2002,369950,710,85000,175350,0.138888888888889,42.3574384074074,-71.0661080277778,360,0.448698315467075
"361",2124,2020,585000,2186,185000,460000,0.138461538461538,42.2864181753846,-71.0700566953846,361,0.447166921898928
"362",2136,2022,649025.5,3023,299500,522500,0.137795275590551,42.2548988503937,-71.1237033346457,362,0.445635528330781
"363",2113,2006,465000,1217,86000,280700,0.13768115942029,42.3651326594203,-71.0553294855072,363,0.444104134762634
"364",2128,2003,335000,736,87100,280000,0.137254901960784,42.3773675266106,-71.0304158851541,364,0.442572741194487
"365",2111,2004,595000,873,72000,302000,0.136363636363636,42.351938230303,-71.0622078,365,0.44104134762634
"366",2116,2001,481750,335,75000,259000,0.135983263598326,42.3492325167364,-71.0763028075314,366,0.439509954058193
"367",2110,2002,6e+05,518,150000,300700,0.135593220338983,42.3576784745763,-71.0514654745763,367,0.437978560490046
"368",2111,2010,628500,1833,20184,2e+05,0.135416666666667,42.35257321875,-71.06110078125,368,0.436447166921899
"369",2215,2007,316250,1217,45000,202100,0.135,42.345445475,-71.095098115,369,0.434915773353752
"370",2114,2010,460000,1859.5,46500,238400,0.134969325153374,42.3612156134969,-71.0667500797546,370,0.433384379785605
"371",2115,2008,460000,1298.5,54250,240000,0.134883720930233,42.3460776139535,-71.0889205209302,371,0.431852986217458
"372",2121,2001,218450,314,91000,187777,0.134615384615385,42.3065291923077,-71.0812542692308,372,0.430321592649311
"373",2136,2018,433350,2464,141000,374987.5,0.133986928104575,42.2566485098039,-71.1225927973856,373,0.428790199081164
"374",2119,2005,315000,988,100500,248000,0.13353115727003,42.3229640771513,-71.0869392166172,374,0.427258805513017
"375",2124,2006,354900,735.5,65000,275000,0.133526850507983,42.2879107866473,-71.0721141959361,375,0.42572741194487
"376",2115,2014,582500,2508.5,137500,180000,0.133004926108374,42.3454200788177,-71.0894459950739,376,0.424196018376723
"377",2122,2020,530000,2386,188230,424000,0.132420091324201,42.2953650136986,-71.0552333652968,377,0.422664624808576
"378",2126,2022,577500,3301,253200,462825,0.131578947368421,42.2766901315789,-71.0890807631579,378,0.421133231240429
"379",2114,2018,699000,2498.5,198000,350000,0.13125,42.36151579375,-71.06623886875,379,0.419601837672282
